Scheme Name	Asset Value
Mirae Asset Focused Fund Direct Plan Growth	28.323
Mirae Asset Focused Fund Regular IDCW	23.881
Mirae Asset Focused Fund Regular Plan Growth	25.977
Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option	50.4835
Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option	43.0978
Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment	22.2956
Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment	19.1163
NIPPON INDIA FOCUSED  FUND - DIRECT Plan - IDCW Option	48.3263
NIPPON INDIA FOCUSED  FUND - IDCW OPTION	35.1760
Nippon India Focused Fund - Direct Plan Growth Plan - Growth Option	134.4834
Nippon India Focused Fund -Growth Plan -Growth Option	122.0691
Old Bridge Focused Fund - Direct Growth	11.97
Old Bridge Focused Fund - Direct IDCW	11.97
Old Bridge Focused Fund - Regular Growth	11.76
Old Bridge Focused Fund - Regular IDCW	11.76
quant Focused Fund - Growth Option - Regular Plan	85.4144
quant Focused Fund - Growth Option-Direct Plan	95.0109
quant Focused Fund - IDCW Option - Direct Plan	55.5415
quant Focused Fund - IDCW Option - Regular Plan	63.5093
SBI Focused Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	98.5438
SBI FOCUSED FUND - DIRECT PLAN -GROWTH	404.3813
SBI Focused Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	65.7850
SBI FOCUSED FUND - REGULAR PLAN -GROWTH	359.6603
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option	178.0427
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	45.2735
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	41.5605
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option	160.4874
TATA Focused Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	25.9232
TATA Focused Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	25.9232
TATA Focused Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	23.5331
TATA Focused Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	23.5331
Tata Focused Fund-Direct Plan-Growth	25.9232
Tata Focused Fund-Regular Plan-Growth	23.5331
Union Focused Fund - Direct Plan - Growth Option	27.67
Union Focused Fund - Direct Plan - IDCW Option	27.67
Union Focused Fund - Regular Plan - Growth Option	26.10
Union Focused Fund - Regular Plan - IDCW Option	26.10
UTI Focused Fund - Direct Plan - Growth Option	16.6446
UTI Focused Fund - Direct Plan - IDCW Payout Option	16.6442
UTI Focused Fund - Regular Plan - Growth Option	15.6388
UTI Focused Fund - Regular Plan - IDCW Payout Option	15.6388
Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan	1007.62
Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth	904.66
Aditya Birla Sun Life Large & Mid Cap Fund -Direct - IDCW	215.94
Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW	140.31
Axis Large & Mid Cap Fund - Direct Plan - Growth	36.43
Axis Large & Mid Cap Fund - Direct Plan - IDCW	26.37
Axis Large & Mid Cap Fund - Regular Plan - Growth	33.00
Axis Large & Mid Cap Fund - Regular Plan - IDCW	20.77
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth	12.405
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW	12.405
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth	12.119
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW	12.119
Bandhan Large & Mid Cap Fund - Direct Plan - Growth	158.366
Bandhan Large & Mid Cap Fund - Direct Plan - IDCW	38.897
Bandhan Large & Mid Cap Fund - Regular Plan - Growth	135.570
Bandhan Large & Mid Cap Fund - Regular Plan - IDCW	29.604
BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW	27.88
BANK OF INDIA Large & Mid Cap Fund Direct Plan- Bonus	51.84
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth	100.39
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Regular IDCW	27.47
BANK OF INDIA Large & Mid Cap Fund Eco Plan- Growth	96.02
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Bonus	96.02
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW	27.09
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Regular IDCW	26.89
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Growth	87.22
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Quarterly IDCW	31.76
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Regular IDCW	26.03
BANK OF INDIA Large & Mid Cap Fund Regular Plan-Bonus	87.21
Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option	28.7568
Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option	22.0378
Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option	26.7022
Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option	19.2502
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION	298.3300
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	135.5000
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION	260.0400
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	88.9000
DSP Large & Mid Cap Fund - Direct Plan - Growth	689.043
DSP Large & Mid Cap Fund - Direct Plan - IDCW	111.761
DSP Large & Mid Cap Fund - Regular Plan - Growth	615.637
DSP Large & Mid Cap Fund - Regular Plan - IDCW	39.134
Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option	101.878
Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option	86.376
Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option	39.517
Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option	32.943
Franklin India Large & Mid Cap Fund - Direct - Growth	211.2701
Franklin India Large & Mid cap Fund - Direct - IDCW	25.0686
Franklin India Large & Mid Cap Fund - Growth Plan	192.0576
Franklin India Large & Mid Cap Fund - IDCW	21.9139
HDFC Large and Mid Cap Fund - Growth Option	342.278
HDFC Large and Mid Cap Fund - Growth Option - Direct Plan	360.434
HDFC Large and Mid Cap Fund - IDCW Option	37.671
HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan	49.286
Helios Large & Mid Cap Fund - Direct Plan - Growth Option	10.99
Helios Large & Mid Cap Fund - Direct Plan - IDCW Option	10.99
Helios Large & Mid Cap Fund - Regular Plan - Growth Option	10.83
Helios Large & Mid Cap Fund - Regular Plan - IDCW Option	10.82
HSBC Large & Mid Cap Fund - Direct Growth	30.0392
HSBC Large & Mid Cap Fund - Direct IDCW	22.9816
HSBC Large & Mid Cap Fund - Regular Growth	27.4347
HSBC Large & Mid Cap Fund - Regular IDCW	20.9136
ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth	1139.24
ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW	55.93
ICICI Prudential Large & Mid Cap Fund - Growth	1018.05
ICICI Prudential Large & Mid Cap Fund - IDCW	32.58
Invesco India Large & Mid Cap Fund - Direct Plan - Growth	120.95
Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)	56.08
Invesco India Large & Mid Cap Fund - Growth	101.96
Invesco India Large & Mid Cap Fund - IDCW (Payout / Reinvestment)	45.83
ITI Large & Midcap Fund - Direct Plan - Growth	9.8362
ITI Large & Midcap Fund - Direct Plan - IDCW Option	9.8362
ITI Large & Midcap Fund - Regular Plan - Growth	9.6625
ITI Large & Midcap Fund - Regular Plan - IDCW Option	9.6625
JM Large & Mid Cap Fund (Direct) - Growth Option	10.2862
JM Large & Mid Cap Fund (Direct) - IDCW	10.2862
JM Large & Mid Cap Fund (Regular) - Growth Option	10.2557
JM Large & Mid Cap Fund (Regular) - IDCW	10.2557
Kotak Large & Midcap Fund - Direct- Growth	394.949
Kotak Large & Midcap Fund - Growth-Regular	343.381
Kotak Large & Midcap Fund - IDCW-Direct	69.692
Kotak Large & Midcap Fund - IDCW-Regular	59.907
LIC MF Large & Mid Cap Fund-Direct Plan-Growth	44.5651
LIC MF Large & Mid Cap Fund-Direct Plan-IDCW	35.3587
LIC MF Large & Mid Cap Fund-Regular Plan-Growth	38.6352
LIC MF Large & Mid Cap Fund-Regular Plan-IDCW	31.2811
Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW	22.9982
Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth	29.6001
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth	26.7889
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW	20.4275
Mirae Asset Large & Midcap Fund - Direct Plan - Growth	170.819
Mirae Asset Large & Midcap Fund - Direct Plan - IDCW	86.299
Mirae Asset Large & Midcap Fund - Regular Plan - Growth	151.528
Mirae Asset Large & Midcap Fund - Regular Plan - IDCW	50.228
Motilal Oswal Large and Midcap Fund - Direct Plan Growth	37.9668
Motilal Oswal Large and Midcap Fund - Regular Plan Growth	34.7425
Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment	28.8492
Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment	26.5229
Navi Large & Midcap Fund - Direct Annual IDCW Payout	41.6615
Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout	41.6981
Navi Large & Midcap Fund - Direct Normal IDCW Payout	41.8017
Navi Large & Midcap Fund - Regular Annual IDCW payout	36.2721
NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout	35.2758
Navi Large & Midcap Fund - Regular Normal IDCW Payout	35.2628
Navi Large & Midcap Fund- Direct Plan- Growth Option	42.3135
Navi Large & Midcap Fund- Regular Plan- Growth Option	35.2669
NIPPON INDIA VISION FUND - IDCW Option	66.7770
Nippon India Vision Fund-GROWTH PLAN-Bonus Option	250.2515
Nippon India Vision Fund-GROWTH PLAN-Growth Option	1485.8126
NIPPON INDIA VISION LARGE & MID CAP  FUND - DIRECT Plan - IDCW Option	75.5818
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option	271.1319
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option	1599.2068
Nippon India Vision Large & Mid Cap Fund Institutional Dividend Plan	258.7308
PGIM India Large and Midcap Fund - Direct Plan - Growth Option	12.96
PGIM India Large and Midcap Fund - Direct Plan - IDCW option	12.37
PGIM India Large and Midcap Fund - Regular Plan - Growth Option	12.6
PGIM India Large and Midcap Fund - Regular Plan - IDCW Option	12.31
quant Large & Mid Cap Fund - Bonus Option - Regular Plan	113.2357
quant Large & Mid Cap Fund - Bonus Option-Direct Plan	113.2357
quant Large & Mid Cap Fund - Growth Option	112.985
quant Large & Mid Cap Fund - Growth Option-Direct Plan	123.9562
quant Large & Mid Cap Fund - IDCW Option - Direct Plan	57.7317
quant Large & Mid Cap Fund - IDCW Option - Regular Plan	68.9658
Samco Large & Mid Cap Fund - Direct Plan - Growth Option	9.42
Samco Large & Mid Cap Fund - Regular Plan - Growth Option	9.38
SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	354.3983
SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	282.7143
SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	679.9400
SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth	625.7694
Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	35.8056
Sundaram Large and Midcap Fund Direct Plan - Growth	96.8643
Sundaram Large and Midcap Fund Regular Plan - Growth	85.9573
Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	31.1016
Tata Large & MId Cap Fund -Direct Plan- Growth Option	591.2940
Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option	115.8518
Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option	83.4186
Tata Large & Mid Cap Fund- Regular Plan - Growth Option	517.5116
Union Large & Midcap Fund - Direct Plan - Growth Option	27.88
Union Large & Midcap Fund - Direct Plan - IDCW Option	27.88
Union Large & Midcap Fund - Regular Plan - Growth Option	25.96
Union Large & Midcap Fund - Regular Plan - IDCW Option	25.96
UTI Large & Mid Cap Fund - Direct Plan - Growth Option	191.7508
UTI Large & Mid Cap Fund - Direct Plan - IDCW	94.228
UTI Large & Mid Cap Fund - Regular Plan - Growth Option	178.7004
UTI Large & Mid Cap Fund - Regular Plan - IDCW	87.055
Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth	13.550
Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth	13.164
Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan	585.77
Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW	100.11
Aditya Birla Sun Life Large Cap Fund-Growth	529.41
Aditya Birla Sun Life Large Cap Fund-Regular - IDCW	41.87
Axis Large Cap Fund - Direct Plan - Growth	70.40
Axis Large Cap Fund - Direct Plan - IDCW	27.51
Axis Large Cap Fund - Regular Plan - Growth	61.11
Axis Large Cap Fund - Regular Plan - IDCW	19.30
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH	10.131
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW	10.131
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH	9.966
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW	9.966
BANDHAN Large Cap Fund - Regular Plan - Growth	77.532
BANDHAN Large Cap Fund - Regular Plan - IDCW	22.801
BANDHAN Large Cap Fund-Direct Plan-Growth	89.238
BANDHAN Large Cap Fund-Direct Plan-IDCW	29.969
BANK OF INDIA Large Cap Fund Direct Plan Growth	17.01
BANK OF INDIA Large Cap Fund Direct Plan IDCW	16.98
BANK OF INDIA Large Cap Fund Regular Plan Growth	16.13
BANK OF INDIA Large Cap Fund Regular Plan IDCW	16.13
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option	253.7492
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option	28.1785
BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option	23.4018
BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option	219.4985
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION	73.2300
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	56.1600
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION	63.2500
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	30.7300
DSP Large Cap Fund - Direct Plan - Growth	519.405
DSP Large Cap Fund - Direct Plan - IDCW	30.342
DSP Large Cap Fund - Regular Plan - Growth	474.445
DSP Large Cap Fund - Regular Plan - IDCW	26.347
Edelweiss Large Cap Fund - Direct Plan - IDCW Option	39.48
Edelweiss Large Cap Fund - Direct Plan-Growth option	96.94
Edelweiss Large Cap Fund - Plan B - IDCW Option	85.73
Edelweiss Large Cap Fund - Plan C - IDCW Option	68.34
Edelweiss Large Cap Fund - Regular Plan - Growth Option	84.21
Edelweiss Large Cap Fund - Regular Plan - IDCW Option	27.76
Edelweiss Large Cap Fund -Plan B - Growth option	84.72
Edelweiss Large Cap Fund -Plan C - Growth option	83.61
Franklin India Large Cap Fund - Direct - IDCW	55.3442
Franklin India Large Cap Fund - IDCW	47.6265
Franklin India Large Cap Fund- Direct - Growth	1144.8507
Franklin India Large Cap Fund-Growth	1032.7146
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option	52.22
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option	43.43
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	30.25
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	29.36
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.33
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	29.14
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	24.47
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	26.08
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.01
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.93
HDFC Large Cap Fund - Growth Option - Direct Plan	1238.495
HDFC Large Cap Fund - Growth Option - Regular Plan	1143.874
HDFC Large Cap Fund - IDCW Option - Direct Plan	68.077
HDFC Large Cap Fund - IDCW Option - Regular Plan	57.744
HSBC Large Cap Fund - Direct Growth	527.724
HSBC Large Cap Fund - Direct IDCW	43.5836
HSBC Large Cap Fund - Regular Growth	474.4889
HSBC Large Cap Fund - Regular IDCW	46.1398
ICICI Prudential Bluechip Fund - Institutional Option - I - Growth	37.59
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW	64.51
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth	111.35
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW	32.61
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth	122.41
Invesco India Largecap Fund - Direct Plan - Growth	84.31
Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)	37.36
Invesco India Largecap Fund - Growth	70.11
Invesco India Largecap Fund - IDCW (Payout / Reinvestment)	29.11
ITI Large Cap Fund - Direct Plan - Growth Option	19.3564
ITI Large Cap Fund - Direct Plan - IDCW Option	19.3564
ITI Large Cap Fund - Regular Plan - Growth Option	17.5649
ITI Large Cap Fund - Regular Plan - IDCW Option	17.5649
JM Large Cap Fund (Direct) - Annual IDCW	72.7578
JM Large Cap Fund (Direct) - Growth Option	176.6317
JM Large Cap Fund (Direct) - Half Yearly IDCW	72.2492
JM Large Cap Fund (Direct) - IDCW	70.9155
JM Large Cap Fund (Direct) - Monthly IDCW	72.0985
JM Large Cap Fund (Direct) - Quarterly IDCW	72.7707
JM Large Cap Fund (Regular) - Annual IDCW	30.7257
JM Large Cap Fund (Regular) - Growth Option	153.9191
JM Large Cap Fund (Regular) - Half Yearly IDCW	25.2321
JM Large Cap Fund (Regular) - IDCW	29.8793
JM Large Cap Fund (Regular) - Monthly IDCW	23.9161
JM Large Cap Fund (Regular) - Quarterly IDCW	34.7353
Kotak Large Cap  Fund - Growth - Direct	663.552
Kotak Large Cap Fund - Growth	575.672
Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct	87.757
Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option	74.31
LIC MF Large Cap Fund-Direct Plan-Growth	63.6436
LIC MF Large Cap Fund-Direct Plan-IDCW	40.079
LIC MF Large Cap Fund-Regular Plan-Growth	55.8778
LIC MF Large Cap Fund-Regular Plan-IDCW	33.7467
Mahindra Manulife Large Cap Fund - Direct Plan - IDCW	19.5731
Mahindra Manulife Large Cap Fund - Direct Plan -Growth	25.8576
Mahindra Manulife Large Cap Fund - Regular Plan - Growth	22.9767
Mahindra Manulife Large Cap Fund - Regular Plan - IDCW	16.8969
Mirae Asset Large Cap Fund - Direct Plan - Growth	128.170
Mirae Asset Large Cap Fund - Growth Plan	113.504
Mirae Asset Large Cap Fund Direct IDCW	72.545
Mirae Asset Large Cap Fund Regular IDCW	31.531
Motilal Oswal Large Cap Direct Plan Growth	14.2547
Motilal Oswal Large Cap Direct Plan IDCW	13.4616
Motilal Oswal Large Cap Regular Plan Growth	13.9499
Motilal Oswal Large Cap Regular Plan IDCW	13.0196
Nippon India Large Cap  Fund- Growth Plan -Growth Option	92.4855
NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option	43.1077
Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option	103.3338
Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option	103.3338
NIPPON INDIA LARGE CAP FUND - IDCW Option	28.2982
Nippon India Large Cap Fund- Growth Plan Bonus Option	92.4855
Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option	34.1366
PGIM India Large Cap Fund - BONUS OPTION	22.38
PGIM India Large Cap Fund - Direct Plan - Bonus	24.02
PGIM India Large Cap Fund - Direct Plan - Dividend	29.27
PGIM India Large Cap Fund - Direct Plan - Growth	407.92
PGIM India Large Cap Fund - Dividend	20.44
PGIM India Large Cap Fund - Growth	342.85
PGIM India Large Cap Fund Wealth Plan - Growth Option	34.74
PGIM India Large Cap Fund Wealth Plan -Dividend Option	11.63
quant Large Cap Fund - Growth Option - Direct Plan	15.9214
quant Large Cap Fund - Growth Option - Regular Plan	15.1463
quant Large Cap Fund - IDCW Option - Direct Plan	15.9879
quant Large Cap Fund - IDCW Option - Regular Plan	15.06
Samco Large Cap Fund - Direct Plan - Growth Option	9.69
Samco Large Cap Fund - Regular Plan - Growth Option	9.61
SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	66.7874
SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	52.7831
SBI Large Cap FUND-DIRECT PLAN -GROWTH	102.9090
SBI Large Cap FUND-REGULAR PLAN GROWTH	92.7835
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	17.6886
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.4215
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	17.6886
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	16.4215
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth	22.7121
Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth	21.1057
Tata Large Cap Fund -Direct Plan Growth Option	584.6733
Tata Large Cap Fund -Regular Plan - Growth Option	508.3892
Tata Large Cap Fund- Direct Plan - Payout of IDCW Option	132.8271
Tata Large Cap Fund- Regular Plan - Payout of IDCW Option	110.7731
Taurus Large Cap Fund - Direct Plan - Growth	166.45
Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	73.32
Taurus Large Cap Fund - Regular Plan - Growth	157.28
Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	68.90
Union Largecap Fund - Direct Plan - Growth Option	25.22
Union Largecap Fund - Direct Plan - IDCW Option	25.22
Union Largecap Fund - Regular Plan - Growth Option	23.69
Union Largecap Fund - Regular Plan - IDCW Option	23.69
UTI Large Cap Fund - Direct Plan - Growth Option	303.2048
UTI Large Cap Fund - Direct Plan - IDCW	65.9376
UTI Large Cap Fund - Regular Plan - Growth Option	276.1587
UTI Large Cap Fund - Regular Plan - IDCW	55.9123
WhiteOak Capital Large Cap Fund Direct Plan Growth	15.648
WhiteOak Capital Large Cap Fund Direct Plan IDCW	15.648
WhiteOak Capital Large Cap Fund Regular Plan Growth	14.925
WhiteOak Capital Large Cap Fund Regular Plan IDCW	14.925
Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan	878.88
Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW	99.98
Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW	58.51
Aditya Birla Sun Life MIDCAP Fund-Growth	787.75
Axis Midcap Fund - Direct Plan - Growth	132.71
Axis Midcap Fund - Direct Plan - IDCW	56.19
Axis Midcap Fund - Regular Plan - Growth	113.96
Axis Midcap Fund - Regular Plan - IDCW	42.45
BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN	18.534
BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN	17.645
BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN	18.519
BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN	17.646
Bank of India Mid Cap Fund - Direct Plan Growth	10.06
Bank of India Mid Cap Fund - Direct Plan IDCW	10.06
Bank of India Mid Cap Fund - Regular Plan Growth	10.05
Bank of India Mid Cap Fund - Regular Plan IDCW	10.05
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option	120.7830
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option	72.9162
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option	101.2053
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option	57.5288
Canara Robeco Mid Cap Fund- Direct Plan- Growth Option	18.1100
Canara Robeco Mid Cap Fund- Direct Plan- IDCW	17.5600
Canara Robeco Mid Cap Fund- Regular Plan- Growth Option	17.4000
Canara Robeco Mid Cap Fund- Regular Plan- IDCW	16.8500
DSP Midcap Fund - Direct Plan - Growth	164.895
DSP Midcap Fund - Direct Plan - IDCW	71.562
DSP Midcap Fund - Regular Plan - Growth	148.047
DSP Midcap Fund - Regular Plan - IDCW	30.671
Edelweiss Mid Cap Fund - Direct Plan - Growth Option	118.23
Edelweiss Mid Cap Fund - Direct Plan - IDCW Option	86.21
Edelweiss Mid Cap Fund - Regular Plan - Growth Option	101.027
Edelweiss Mid Cap Fund - Regular Plan - IDCW Option	58.245
Franklin India Mid Cap Fund - Direct - Growth	3078.3407
Franklin India Mid Cap Fund - Direct - IDCW	111.8178
Franklin India Mid Cap Fund - IDCW	92.8313
Franklin India Mid Cap Fund-Growth	2734.2847
HDFC Mid Cap Fund - Growth Option - Direct Plan	214.521
HDFC Mid Cap Fund - Growth Plan	194.572
HDFC Mid Cap Fund - IDCW Option - Direct Plan	80.966
HDFC Mid Cap Fund - IDCW Plan	53.618
Helios Mid Cap Fund - Direct Plan - Growth Option	12.60
Helios Mid Cap Fund - Direct Plan - IDCW Option	12.60
Helios Mid Cap Fund - Regular Plan - Growth Plan	12.49
Helios Mid Cap Fund - Regular Plan - IDCW Option	12.49
HSBC Midcap Fund - Direct Growth	450.3795
HSBC Midcap Fund - Direct IDCW	85.9599
HSBC Midcap Fund - Regular Growth	397.7373
HSBC Midcap Fund - Regular IDCW	74.6643
ICICI Prudential MidCap Fund - Direct Plan -  Growth	335.54
ICICI Prudential MidCap Fund - Direct Plan -  IDCW	65.60
ICICI Prudential MidCap Fund - Growth	299.02
ICICI Prudential MidCap Fund - IDCW	42.19
Invesco India Midcap Fund - Direct Plan - Growth Option	218.77
Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment)	81.99
